GeneID	KOG Gene ID	Identity	Align Length	Q start	Q end	T start	T end	E value	Score	KOG ID	Classification flag	Description
Ss07g29160.1	At1g44110	57.143	273	200	466	191	460	2.69E-97	301	KOG0654	D	Cell cycle control, cell division, chromosome partitioning
Ss08g03040.1	At4g18960	41.011	178	1	172	58	232	2.90E-31	115	KOG0014	K	Transcription
Ss08g02980.1	At4g35540	29.022	603	5	571	3	524	5.69E-52	187	KOG1598	K	Transcription
Ss08g02950.1	At3g07680	73.892	203	55	257	6	208	1.18E-113	326	KOG1692	U	Intracellular trafficking, secretion, and vesicular transport
Ss08g03000.1	At1g27970	76.423	123	1	123	4	126	1.45E-67	201	KOG2104	U	Intracellular trafficking, secretion, and vesicular transport
Ss06g15240.1	At3g58750	79.727	513	1	504	1	512	0	850	KOG2617	C	Energy production and conversion
Ss06g15260.1	At3g17850	43.882	237	1	218	1027	1243	1.89E-38	144	KOG0606	RT	General function prediction only; Signal transduction mechanisms
Ss06g15210.1	At1g29800	66.213	441	94	531	54	494	0	631	KOG1843	S	Function unknown
Ss06g15230.1	At5g37820	60.294	68	13	80	207	274	1.77E-21	86.3	KOG0223	G	Carbohydrate transport and metabolism
Ss06g15280.1	At1g78570	66.894	586	1	508	85	669	0	756	KOG0747	G	Carbohydrate transport and metabolism
Ss06g12750.1	At1g48160	69.231	104	10	113	8	111	4.78E-52	162	KOG3198	U	Intracellular trafficking, secretion, and vesicular transport
Ss06g12780.1	At2g04520	86.897	145	1	142	1	145	2.35E-85	247	KOG3403	J	Translation, ribosomal structure and biogenesis
Ss06g12810.1	At3g18180	41.451	386	80	456	89	465	2.75E-105	322	KOG4698	S	Function unknown
Ss06g12820.1	AtCh078	79.33	179	1	178	1	179	5.47E-91	271	KOG4770	C	Energy production and conversion
Ss06g12830.1	AtCh079	82.443	393	1	382	1	393	0	666	KOG2870	C	Energy production and conversion
Ss03g34570.1	At5g06470	52.096	167	79	237	76	239	3.56E-54	175	KOG2824	O	Posttranslational modification, protein turnover, chaperones
Ss03g34590.1	At2g35860	75.434	403	34	434	32	428	0	591	KOG1437	MW	Cell wall/membrane/envelope biogenesis; Extracellular structures
Ss03g34580.1	At5g04870	71.266	616	1	582	1	609	0	877	KOG0032	T	Signal transduction mechanisms
Ss03g34610.1	At5g04870	67.484	612	1	567	1	609	0	828	KOG0032	T	Signal transduction mechanisms
Ss03g34600.1	At4g14220	35.962	317	27	337	43	339	7.92E-44	157	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss03g34650.1	At2g27150	54.909	1324	10	1323	49	1332	0	1451	KOG0430	F	Nucleotide transport and metabolism
Ss03g34640.1	At3g54720	50.073	687	23	696	30	700	0	632	KOG2195	PRO	Inorganic ion transport and metabolism; General function prediction only; Posttranslational modification, protein turnover, chaperones
Ss04g15540.1	Hs21359982	39.355	155	2	148	36	181	4.13E-25	96.3	KOG4359	R	General function prediction only
Ss03g23050.1	At2g15100	40.541	111	12	119	1218	1328	3.20E-18	80.5	KOG0017	R	General function prediction only
Ss11g14480.1	At3g18830	39.831	236	1	220	224	459	4.01E-47	167	KOG0254	R	General function prediction only
Ss11g14460.1	At3g24090	75	704	1	672	1	691	0	1044	KOG1268	M	Cell wall/membrane/envelope biogenesis
Ss11g14400.1	At2g26980	78.654	431	5	435	6	436	0	724	KOG0583	T	Signal transduction mechanisms
Ss11g14420.1	At3g14470	28.145	1105	34	1068	36	1012	7.22E-94	326	KOG4658	T	Signal transduction mechanisms
Ss07g03380.1	At3g03740	71.712	403	23	419	29	421	0	580	KOG1987	RD	General function prediction only; Cell cycle control, cell division, chromosome partitioning
Ss07g03390.1	At5g27740	77.966	354	1	354	1	354	0	607	KOG2035	DL	Cell cycle control, cell division, chromosome partitioning; Replication, recombination and repair
Ss07g03400.1	At3g03710	70.916	808	67	871	111	909	0	1159	KOG1067	R	General function prediction only
Ss07g03360.1	At2g02760	89.937	159	1	159	1	152	1.64E-105	299	KOG0419	O	Posttranslational modification, protein turnover, chaperones
Ss07g03370.1	At3g02100	40.115	349	3	337	66	398	8.47E-81	255	KOG1192	CG	Energy production and conversion; Carbohydrate transport and metabolism
Ss07g03420.1	At2g36320	47.239	163	9	160	2	161	1.18E-41	137	KOG3173	R	General function prediction only
Ss07g03430.1	At4g09800	47.154	123	1	92	27	145	2.58E-28	101	KOG3311	J	Translation, ribosomal structure and biogenesis
Ss02g14590.1	At3g24310	77.419	124	13	134	15	138	9.99E-66	206	KOG0048	K	Transcription
Ss02g14580.1	At5g18520	49.206	441	6	436	6	440	3.93E-144	419	KOG2569	T	Signal transduction mechanisms
Ss02g14610.1	At5g61380	39.065	599	14	500	9	594	1.65E-109	340	KOG1601	K	Transcription
Ss02g14600.1	At2g20490	79.688	64	1	64	1	64	8.39E-32	105	KOG3503	A	RNA processing and modification
Ss03g21650.1	At3g14270	54.725	1873	5	1831	8	1786	0	1851	KOG0230	T	Signal transduction mechanisms
Ss03g21660.1	At1g71140	50.543	184	16	196	161	343	9.58E-53	177	KOG1347	R	General function prediction only
Ss03g21690.1	At1g72310	32.143	224	5	183	16	236	2.46E-32	122	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss03g21700.1	At4g16580	70.671	283	130	411	50	328	2.53E-141	407	KOG1379	T	Signal transduction mechanisms
Ss03g21710.1	At3g20170	35.012	417	2	354	17	432	1.32E-56	194	KOG4224	U	Intracellular trafficking, secretion, and vesicular transport
Ss01g27920.1	At1g71080	51.957	281	3	277	2	270	1.20E-81	251	KOG4795	K	Transcription
Ss09g13590.1	At5g62020	45.486	288	24	311	7	258	6.89E-77	240	KOG0627	K	Transcription
Ss09g13600.1	At2g45770	74.064	374	1	361	1	372	0	541	KOG0780	U	Intracellular trafficking, secretion, and vesicular transport
Ss09g13610.1	At1g12780	79.24	342	14	355	7	348	0	590	KOG1371	M	Cell wall/membrane/envelope biogenesis
Ss07g22350.1	At1g64200	65.556	90	108	195	145	234	2.39E-35	125	KOG1664	C	Energy production and conversion
Ss09g09770.1	At3g21110	71.94	335	77	411	74	408	0	525	KOG2835	F	Nucleotide transport and metabolism
Ss09g09760.1	At1g12680	61.23	374	2	359	98	470	2.26E-157	451	KOG0032	T	Signal transduction mechanisms
Ss09g09720.1	At5g65420	45.07	284	54	327	42	308	3.22E-74	233	KOG0656	D	Cell cycle control, cell division, chromosome partitioning
Ss09g09790.1	At3g09270	46.948	213	3	214	4	216	1.03E-67	209	KOG0406	O	Posttranslational modification, protein turnover, chaperones
Ss09g09780.1	At3g09270	47.418	213	3	214	4	216	1.37E-68	211	KOG0406	O	Posttranslational modification, protein turnover, chaperones
Ss02g31390.1	At4g05050	96.711	152	1	152	1	152	2.25E-103	296	KOG0001	RO	General function prediction only; Posttranslational modification, protein turnover, chaperones
Ss02g31320.1	At1g58240	71.722	633	2599	3230	461	1064	0	979	KOG1787	U	Intracellular trafficking, secretion, and vesicular transport
Ss02g31310.1	At5g60230	38.4	250	5	233	2	239	1.57E-43	149	KOG4685	J	Translation, ribosomal structure and biogenesis
Ss02g31340.1	At1g11600	61.036	521	1	518	1	510	0	659	KOG0156	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss02g31350.1	At3g11510	75.758	99	47	133	41	139	1.42E-45	147	KOG0407	J	Translation, ribosomal structure and biogenesis
Ss04g00940.1	At1g47840	49.721	179	27	176	31	209	1.25E-43	158	KOG1369	G	Carbohydrate transport and metabolism
Ss04g00900.1	At3g32110	44.928	69	3	71	1327	1394	1.64E-10	57	KOG1075	R	General function prediction only
Ss02g07790.1	At5g48910	38.509	483	19	483	83	559	9.89E-106	330	KOG4197	R	General function prediction only
Ss02g07710.1	At5g37680	91.463	164	20	183	1	164	4.14E-111	315	KOG0075	R	General function prediction only
Ss02g07730.1	At1g71020	52.404	624	30	636	28	620	0	560	KOG0167	S	Function unknown
Ss02g07740.1	At2g43030	58.537	123	82	195	105	227	9.04E-38	135	KOG3141	J	Translation, ribosomal structure and biogenesis
Ss03g38690.1	AtCh015	67.123	146	1	145	296	435	2.18E-54	184	KOG0214	K	Transcription
Ss03g38620.1	At5g11860	76.654	257	169	425	34	289	9.48E-137	395	KOG1605	K	Transcription
Ss03g38630.1	At3g01980	52.632	266	6	271	5	266	3.73E-102	300	KOG0725	R	General function prediction only
Ss03g38600.1	At4g39950	44.278	533	3	473	16	540	3.03E-157	458	KOG0156	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss03g38610.1	AtCh078	84.091	44	1	44	302	345	5.96E-19	78.6	KOG4770	C	Energy production and conversion
Ss03g38670.1	At3g61050	67.331	502	1	500	18	504	0	630	KOG1012	R	General function prediction only
Ss03g38640.1	At4g39460	78.689	244	17	260	44	287	1.52E-140	400	KOG0768	C	Energy production and conversion
Ss03g38650.1	At3g01980	56.805	169	32	200	98	266	9.22E-70	214	KOG0725	R	General function prediction only
Ss02g20700.1	At2g43810	62.295	61	26	86	38	91	1.47E-21	82	KOG1783	A	RNA processing and modification
Ss02g20660.1	At3g26810	66.79	542	1	542	1	542	0	751	KOG1947	R	General function prediction only
Ss07g00020.1	At3g59650	80.508	118	1	118	1	118	7.62E-69	203	KOG3445	J	Translation, ribosomal structure and biogenesis
Ss07g00070.1	At1g31910	63.333	510	7	514	4	504	0	621	KOG4519	I	Lipid transport and metabolism
Ss07g00090.1	At5g60230	45.631	206	4	205	40	239	1.63E-54	176	KOG4685	J	Translation, ribosomal structure and biogenesis
Ss04g16020.1	At5g07440	83.212	411	1	411	1	411	0	735	KOG2250	E	Amino acid transport and metabolism
Ss05g17800.1	At2g42590	73.152	257	4	258	7	263	7.08E-134	379	KOG0841	O	Posttranslational modification, protein turnover, chaperones
Ss05g17810.1	At1g78440	48.817	338	1	334	1	320	4.82E-108	319	KOG0143	QR	Secondary metabolites biosynthesis, transport and catabolism; General function prediction only
Ss05g17830.1	At1g30000	70.485	515	118	632	51	560	0	762	KOG2431	G	Carbohydrate transport and metabolism
Ss05g17770.1	At5g19760	83.681	288	21	308	11	298	0	514	KOG0759	C	Energy production and conversion
Ss05g17780.1	At3g24255	24.885	217	6	200	198	405	3.43E-06	48.9	KOG1075	R	General function prediction only
Ss05g17840.1	At1g72200	35.593	177	4	168	46	222	4.71E-26	103	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss05g17850.1	At1g28960	64.641	181	55	235	71	251	3.22E-81	248	KOG3069	L	Replication, recombination and repair
Ss07g04070.1	AtCh025	75	72	1	72	89	160	1.21E-32	112	KOG3301	J	Translation, ribosomal structure and biogenesis
Ss07g20050.1	At3g07420	41.017	629	4	602	9	636	3.27E-164	484	KOG0554	J	Translation, ribosomal structure and biogenesis
Ss07g31500.1	At1g48130	64.679	218	5	220	4	215	2.41E-107	308	KOG0854	O	Posttranslational modification, protein turnover, chaperones
Ss07g31420.1	At5g48910	44.527	539	62	600	126	646	1.02E-160	475	KOG4197	R	General function prediction only
Ss07g31430.1	At3g62190	55.797	138	1	130	1	138	2.46E-43	140	KOG0714	O	Posttranslational modification, protein turnover, chaperones
Ss07g31450.1	At3g06483	70.789	380	2	364	6	380	0	551	KOG0787	T	Signal transduction mechanisms
Ss03g28070.1	At1g10030	87.963	108	10	117	1	108	9.58E-66	196	KOG3455	S	Function unknown
Ss07g20000.1	At5g12890	41.754	479	5	471	7	482	4.00E-127	379	KOG1192	CG	Energy production and conversion; Carbohydrate transport and metabolism
Ss01g12680.1	At4g03240	71.818	110	104	213	34	143	3.06E-51	164	KOG3413	P	Inorganic ion transport and metabolism
Ss01g12670.1	At5g54490	64.516	93	9	100	18	110	5.05E-36	120	KOG0028	ZD	Cytoskeleton; Cell cycle control, cell division, chromosome partitioning
Ss01g12640.1	At3g24255	26.337	243	1	213	172	398	3.68E-15	76.6	KOG1075	R	General function prediction only
Ss01g12600.1	At5g54500	78.713	202	1	202	1	202	2.57E-119	338	KOG3135	R	General function prediction only
Ss07g04090.1	At1g08770	46.98	149	69	215	48	195	2.31E-35	125	KOG3142	U	Intracellular trafficking, secretion, and vesicular transport
Ss11g01990.1	At1g08320_2	48.473	262	26	273	8	269	1.00E-67	214	KOG0167	S	Function unknown
Ss11g01980.1	At4g16070	42.797	472	1	428	1	463	3.06E-118	367	KOG2088	ITO	Lipid transport and metabolism; Signal transduction mechanisms; Posttranslational modification, protein turnover, chaperones
Ss11g01950.1	At3g08590	82.648	559	1	558	1	559	0	964	KOG4513	G	Carbohydrate transport and metabolism
Ss11g01970.1	At5g54440	64.591	1285	1	1241	1	1279	0	1686	KOG1931	R	General function prediction only
Ss11g01960.1	At5g27920	48.678	643	1	639	1	641	4.86E-178	521	KOG1947	R	General function prediction only
Ss07g20080.1	At1g17840	49.216	638	65	681	40	663	0	573	KOG0061	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss04g16060.1	At2g44740	54.491	167	8	174	4	169	1.90E-64	199	KOG1674	R	General function prediction only
Ss06g25410.1	At4g02620	84.921	126	1	126	1	126	1.63E-79	231	KOG3432	C	Energy production and conversion
Ss07g35530.1	At5g05570	42.636	1161	1	1102	1	1124	0	855	KOG1983	U	Intracellular trafficking, secretion, and vesicular transport
Ss01g17250.1	AtCh012	75.472	53	10	62	183	235	2.11E-21	84.7	KOG0832	J	Translation, ribosomal structure and biogenesis
Ss01g17280.1	At5g62530	73.535	563	1	552	1	563	0	879	KOG2451	C	Energy production and conversion
Ss01g17300.1	At1g18550	42.435	271	44	277	115	380	6.40E-46	167	KOG0242	Z	Cytoskeleton
Ss01g17290.1	At1g22740	80.583	206	1	206	1	203	1.04E-121	344	KOG0394	R	General function prediction only
Ss09g14620.1	At1g20300	49.197	498	31	525	46	536	4.52E-168	488	KOG4197	R	General function prediction only
Ss09g14610.1	At5g03470	42.141	439	29	451	53	482	6.14E-116	350	KOG2085	T	Signal transduction mechanisms
Ss01g29330.1	At4g09710	31.193	109	1	96	962	1063	1.27E-06	48.1	KOG1075	R	General function prediction only
Ss07g35610.1	At1g23990	35.526	76	7	82	475	550	8.95E-07	47	KOG1075	R	General function prediction only
Ss04g01450.1	At5g58030	91.71	193	1	193	1	193	6.61E-133	371	KOG3315	U	Intracellular trafficking, secretion, and vesicular transport
Ss01g29390.1	At3g14470	29.497	1034	42	1005	42	1010	1.11E-111	375	KOG4658	T	Signal transduction mechanisms
Ss04g01360.1	At3g07020	70.84	583	23	600	59	637	0	850	KOG1192	CG	Energy production and conversion; Carbohydrate transport and metabolism
Ss04g01390.1	At4g10790	39.943	353	1	302	1	348	2.04E-64	215	KOG1363	T	Signal transduction mechanisms
Ss04g01380.1	Hs8394044	29.897	97	123	208	381	477	6.22E-08	53.5	KOG1764	C	Energy production and conversion
Ss04g01420.1	At5g52840	67.614	176	1	164	1	168	2.94E-77	229	KOG3365	C	Energy production and conversion
Ss09g14600.1	At2g26710	53.125	160	1	160	230	375	1.85E-49	169	KOG0157	QI	Secondary metabolites biosynthesis, transport and catabolism; Lipid transport and metabolism
Ss01g21750.1	At2g15480	37.81	484	10	408	9	484	6.87E-106	322	KOG1192	CG	Energy production and conversion; Carbohydrate transport and metabolism
Ss01g21760.1	At2g15480	41.031	485	10	483	9	484	3.58E-123	369	KOG1192	CG	Energy production and conversion; Carbohydrate transport and metabolism
Ss01g21780.1	At5g40350	51.531	196	10	196	14	206	6.00E-57	180	KOG0048	K	Transcription
Ss01g21790.1	At5g14660	57.143	252	22	262	19	270	2.91E-97	287	KOG3137	J	Translation, ribosomal structure and biogenesis
Ss07g17270.1	At2g22360	78.261	368	78	444	23	388	0	583	KOG0715	O	Posttranslational modification, protein turnover, chaperones
Ss01g21810.1	At2g18360	57.692	338	1	323	1	327	1.89E-139	399	KOG1454	R	General function prediction only
Ss01g21820.1	At2g18360	50.909	330	1	315	1	324	2.04E-118	345	KOG1454	R	General function prediction only
Ss01g21830.1	Hs22051274	24.83	588	51	602	1000	1553	9.98E-18	89.7	KOG3628	R	General function prediction only
Ss07g17350.1	At1g02890_2	71.781	567	620	1185	1	563	0	854	KOG0737	O	Posttranslational modification, protein turnover, chaperones
Ss05g20520.1	At3g06860	74.861	720	3	722	6	725	0	1123	KOG1683	I	Lipid transport and metabolism
Ss05g20500.1	At1g66340	69.269	602	1	597	1	598	0	851	KOG0519	T	Signal transduction mechanisms
Ss05g20510.1	At3g05590	82.979	188	1	188	1	187	1.06E-112	320	KOG1714	J	Translation, ribosomal structure and biogenesis
Ss05g20480.1	At3g06720	78.719	531	1	525	1	531	0	852	KOG0166	U	Intracellular trafficking, secretion, and vesicular transport
Ss05g20490.1	At5g26930	50.617	81	19	99	26	105	2.69E-20	80.9	KOG1601	K	Transcription
Ss05g20470.1	At5g27730	42.451	457	32	486	17	455	4.68E-122	365	KOG4683	S	Function unknown
Ss05g20440.1	At2g47470	70.303	330	32	361	28	357	1.47E-177	498	KOG0191	O	Posttranslational modification, protein turnover, chaperones
Ss09g07910.1	At1g72330	60.887	496	10	505	63	540	0	644	KOG0258	E	Amino acid transport and metabolism
Ss09g07930.1	At5g20910	52.698	315	15	324	18	310	1.68E-100	299	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss09g07950.1	At3g53690	33.721	86	40	125	107	191	1.27E-11	62	KOG1812	O	Posttranslational modification, protein turnover, chaperones
Ss09g07960.1	At3g53690	32.161	199	177	368	113	305	2.41E-32	125	KOG1812	O	Posttranslational modification, protein turnover, chaperones
Ss10g17250.1	At5g65780	71.875	352	53	404	54	401	0	530	KOG0975	E	Amino acid transport and metabolism
Ss10g17270.1	At4g00450	43.566	1974	335	2211	257	2124	0	1382	KOG4522	K	Transcription
Ss10g17280.1	At2g07730	25	116	22	133	600	715	2.24E-08	52.8	KOG1075	R	General function prediction only
Ss10g17300.1	At5g23870	60.66	394	12	402	10	403	4.73E-174	493	KOG4287	M	Cell wall/membrane/envelope biogenesis
Ss07g10960.1	At4g20780	50	182	26	203	11	186	2.34E-56	178	KOG0027	T	Signal transduction mechanisms
Ss04g25460.1	At1g49170	61.798	89	1	89	1	84	4.40E-33	112	KOG3276	S	Function unknown
Ss05g14400.1	At3g45550	55.769	52	2	53	472	523	3.54E-13	63.9	KOG1075	R	General function prediction only
Ss05g14390.1	At1g56310	48.983	541	70	592	37	573	8.60E-173	504	KOG2207	L	Replication, recombination and repair
Ss05g14350.1	At5g40770	62.428	173	2	166	95	267	9.72E-67	207	KOG3083	O	Posttranslational modification, protein turnover, chaperones
Ss05g14380.1	At2g47490_2	72.285	267	67	319	41	307	4.69E-134	384	KOG0764	C	Energy production and conversion
Ss05g17270.1	AtMi005	64.773	176	179	314	307	482	1.44E-59	203	KOG4668	C	Energy production and conversion
Ss05g17250.1	At5g13120	84	175	71	245	82	256	4.47E-114	328	KOG0880	O	Posttranslational modification, protein turnover, chaperones
Ss05g17240.1	At5g14030	53.191	188	4	191	7	192	1.40E-70	213	KOG3317	U	Intracellular trafficking, secretion, and vesicular transport
Ss05g17220.1	At5g52060	51.88	133	16	148	51	183	9.72E-41	140	KOG4361	T	Signal transduction mechanisms
Ss05g17210.1	At3g02920	36.154	130	80	207	62	186	9.48E-18	83.2	KOG3108	L	Replication, recombination and repair
Ss05g17290.1	At5g14100	68.889	225	24	248	35	259	1.18E-97	290	KOG0055	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss04g12880.1	At5g60040	56.13	1411	7	1376	6	1328	0	1535	KOG0261	K	Transcription
Ss04g12890.1	At2g43320	62.331	369	1	346	1	368	6.99E-165	466	KOG2920	R	General function prediction only
Ss04g12860.1	At5g60040	48.466	163	1	162	223	381	3.36E-36	134	KOG0261	K	Transcription
Ss04g12870.1	YOR116c	67.059	85	1	85	483	567	2.83E-36	131	KOG0261	K	Transcription
Ss04g12850.1	At5g60040	46.857	175	13	180	6	179	2.66E-48	169	KOG0261	K	Transcription
Ss04g12800.1	At3g47370	46.988	83	33	101	38	120	4.71E-19	77	KOG0900	J	Translation, ribosomal structure and biogenesis
Ss04g12810.1	At1g65430	71.331	586	14	586	3	573	0	838	KOG1815	O	Posttranslational modification, protein turnover, chaperones
Ss08g03980.1	At4g38160	57.764	322	8	329	5	326	2.72E-137	394	KOG1267	KR	Transcription ; General function prediction only
Ss08g03940.1	At1g05850	69.307	303	10	304	12	314	2.92E-156	440	KOG4742	R	General function prediction only
Ss08g03960.1	At1g21080	63.593	423	1	405	1	407	0	513	KOG0691	O	Posttranslational modification, protein turnover, chaperones
Ss08g03950.1	At1g34070	45.652	46	14	59	9	54	5.08E-08	48.9	KOG0017	R	General function prediction only
Ss08g04020.1	AtMi093	55.844	77	1	70	76	148	9.10E-13	62.4	KOG4770	C	Energy production and conversion
Ss01g00790.1	At1g18480_2	49.153	826	31	850	117	939	0	819	KOG4197	R	General function prediction only
Ss01g00760.1	At5g37830	71.011	1266	1	1138	1	1265	0	1782	KOG1939	E	Amino acid transport and metabolism
Ss01g00700.1	At3g09420	53.318	422	9	428	4	424	1.74E-168	481	KOG4287	M	Cell wall/membrane/envelope biogenesis
Ss05g06250.1	At1g75510	60.938	256	3	255	2	256	6.61E-108	313	KOG2905	K	Transcription
Ss05g19420.1	At5g25510	55.711	499	1	482	1	498	0	565	KOG2085	T	Signal transduction mechanisms
Ss05g06170.1	At5g08410	70.034	297	52	348	28	298	1.09E-144	419	KOG2672	H	Coenzyme transport and metabolism
Ss11g00310.1	At2g37630	58.021	374	1	338	1	363	7.15E-139	400	KOG0048	K	Transcription
Ss11g00300.1	AtCh078	43.558	163	17	114	198	360	4.20E-28	106	KOG4770	C	Energy production and conversion
Ss11g00290.1	AtCh077	66.667	117	27	134	49	165	4.52E-51	162	KOG3256	C	Energy production and conversion
Ss11g00280.1	At3g55460	67.143	140	1	130	1	140	2.97E-44	153	KOG0118	R	General function prediction only
Ss11g00330.1	At3g46560	74.194	93	1	93	1	93	4.51E-49	151	KOG3479	U	Intracellular trafficking, secretion, and vesicular transport
Ss08g03660.1	At5g56940	78.03	132	1	131	1	132	7.62E-73	215	KOG3419	J	Translation, ribosomal structure and biogenesis
Ss02g18610.1	At1g21170	57.946	1120	1	1103	1	1089	0	1257	KOG2347	U	Intracellular trafficking, secretion, and vesicular transport
Ss02g18570.1	At1g43710	65.111	407	1	364	88	482	0	529	KOG0629	E	Amino acid transport and metabolism
Ss02g18540.1	At5g54200	36.943	628	120	647	202	825	3.81E-115	365	KOG0283	S	Function unknown
Ss02g18600.1	At5g65360	99.265	136	1	136	1	136	3.55E-95	271	KOG1745	B	Chromatin structure and dynamics
Ss02g18590.1	At1g15120	67.647	68	33	100	2	69	6.91E-28	97.8	KOG4763	C	Energy production and conversion
Ss02g18580.1	At1g49230	50.909	165	43	201	48	212	6.26E-51	165	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss02g11570.1	At3g57560	64.392	337	9	344	16	347	1.98E-143	410	KOG2436	E	Amino acid transport and metabolism
Ss02g11560.1	At2g44950	49.803	508	376	883	16	518	6.38E-166	494	KOG0978	O	Posttranslational modification, protein turnover, chaperones
Ss03g24650.1	At3g26330	40.678	472	37	500	32	498	6.57E-126	377	KOG0156	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss03g24680.1	At3g48710	36.585	410	408	801	59	442	3.60E-58	207	KOG2266	B	Chromatin structure and dynamics
Ss03g24670.1	At3g26300	38.415	492	9	492	6	492	4.71E-119	360	KOG0156	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss03g24700.1	At5g28680	75	208	1	208	597	803	6.77E-109	333	KOG1187	T	Signal transduction mechanisms
Ss03g24720.1	At3g48710	34.411	433	403	810	48	442	1.37E-55	200	KOG2266	B	Chromatin structure and dynamics
Ss05g19380.1	At5g37370	74.182	275	109	380	3	260	3.98E-137	404	KOG2888	R	General function prediction only
Ss01g34180.1	At5g03430_2	58.918	499	9	507	1	446	0	580	KOG2644	HE	Coenzyme transport and metabolism; Amino acid transport and metabolism
Ss01g34200.1	At5g18610	56.189	509	2	474	3	502	0	527	KOG1187	T	Signal transduction mechanisms
Ss01g34190.1	At5g18700	50.755	1391	1	1316	1	1317	0	1330	KOG0597	R	General function prediction only
Ss01g34220.1	At5g60460	75.61	41	81	121	61	101	3.20E-16	70.5	KOG3457	O	Posttranslational modification, protein turnover, chaperones
Ss02g33160.1	At1g18340_1	56.25	224	6	221	6	225	2.87E-79	243	KOG2487	KL	Transcription ; Replication, recombination and repair
Ss02g33090.1	At2g45150	60.533	375	25	377	65	430	5.25E-151	434	KOG1440	I	Lipid transport and metabolism
Ss02g33080.1	At3g04830	66.887	302	8	306	2	303	1.44E-153	433	KOG3060	S	Function unknown
Ss02g33110.1	At2g18740	90.698	86	1	86	1	86	6.67E-54	163	KOG1774	A	RNA processing and modification
Ss02g33100.1	At2g45200	76.829	246	11	256	4	239	4.56E-138	389	KOG3208	U	Intracellular trafficking, secretion, and vesicular transport
Ss02g33130.1	At4g13650	35.068	365	58	420	548	899	1.69E-62	219	KOG4197	R	General function prediction only
Ss02g33150.1	At5g51600	47.955	538	12	534	19	547	6.05E-143	429	KOG4302	ZD	Cytoskeleton; Cell cycle control, cell division, chromosome partitioning
Ss02g33140.1	At2g17890	81.328	482	28	507	83	564	0	814	KOG0032	T	Signal transduction mechanisms
Ss10g16260.1	At4g01370	81.117	376	1	376	1	373	0	646	KOG0660	T	Signal transduction mechanisms
Ss05g03810.1	At1g66880	27.488	211	39	249	416	612	3.16E-14	74.3	KOG1187	T	Signal transduction mechanisms
Ss10g16220.1	At1g01540	59.436	461	37	495	2	441	0	558	KOG1187	T	Signal transduction mechanisms
Ss05g03870.1	At5g41360	84.182	727	44	765	28	753	0	1251	KOG1123	KL	Transcription ; Replication, recombination and repair
Ss05g03880.1	At1g50370	93.399	303	1	303	1	303	0	601	KOG0373	DT	Cell cycle control, cell division, chromosome partitioning; Signal transduction mechanisms
Ss05g03860.1	At3g18260	43.243	222	1	217	1	222	9.60E-67	206	KOG1792	U	Intracellular trafficking, secretion, and vesicular transport
Ss02g12520.1	At1g01230	83.871	155	1	155	1	155	1.61E-96	276	KOG3319	S	Function unknown
Ss02g12540.1	At5g24320	40.44	727	18	679	13	692	3.11E-162	484	KOG0283	S	Function unknown
Ss02g12550.1	At5g18880	37.209	86	13	90	168	248	1.51E-06	46.6	KOG1075	R	General function prediction only
Ss02g12580.1	At4g11680	55.5	400	10	369	28	417	6.79E-144	416	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss02g26450.1	At3g10920	54.622	119	77	177	102	201	5.06E-32	117	KOG0876	P	Inorganic ion transport and metabolism
Ss02g26390.1	At5g66760	69.643	56	29	84	519	574	8.85E-21	85.9	KOG2403	C	Energy production and conversion
Ss02g26400.1	At5g66760	69.643	168	27	172	188	349	4.59E-67	216	KOG2403	C	Energy production and conversion
Ss02g26420.1	At5g41980	35.25	400	11	397	6	373	1.72E-74	238	KOG4585	L	Replication, recombination and repair
Ss02g26430.1	At4g18710	87.037	378	28	405	2	379	0	699	KOG0658	G	Carbohydrate transport and metabolism
Ss02g11140.1	At2g22740_2	56.184	283	635	911	13	294	5.22E-101	318	KOG1082	KB	Transcription; Chromatin structure and dynamics
Ss03g10250.1	At1g18350	45.794	321	1	313	1	303	2.27E-84	258	KOG0581	T	Signal transduction mechanisms
Ss03g10260.1	At5g41980	28.467	137	29	165	12	147	1.03E-15	74.7	KOG4585	L	Replication, recombination and repair
Ss03g10270.1	At1g14750_2	50.813	246	209	437	10	254	4.46E-76	240	KOG0653	D	Cell cycle control, cell division, chromosome partitioning
Ss03g10290.1	At5g47360	30.633	395	78	461	79	473	1.65E-54	191	KOG4197	R	General function prediction only
Ss02g11120.1	At4g22450	33.824	136	7	126	12	146	1.51E-14	74.3	KOG4585	L	Replication, recombination and repair
Ss03g10300.1	At5g53460	56.129	155	18	157	137	291	2.69E-48	169	KOG0399	E	Amino acid transport and metabolism
