Gene_ID	NR_ID	Identity	Align Length	Q start	Q end	T start	T end	E value	Score	Function
Ss05g24080.1	XP_003569148.1	89.7	232	80	311	1	232	3.40E-111	406.8	XP_003569148.1 vacuolar protein sorting-associated protein 60.2 [Brachypodium distachyon]
Ss05g24090.1	PUZ64388.1	63.5	928	66	980	14	930	0.00E+00	1095.1	PUZ64388.1 hypothetical protein GQ55_3G140300 [Panicum hallii var. hallii]
Ss05g24070.1	XP_019708362.1	59.2	196	85	278	152	337	9.20E-44	182.6	XP_019708362.1 PREDICTED: transcription factor bHLH137-like isoform X1 [Elaeis guineensis]
Ss05g24040.1	RLN30859.1	91.5	59	1	59	44	102	1.70E-22	109.8	RLN30859.1 hypothetical protein C2845_PM05G09640 [Panicum miliaceum]
Ss05g24050.1	XP_006643624.1	47.1	278	1	275	1	275	3.30E-54	217.6	XP_006643624.1 PREDICTED: uncharacterized protein LOC102700654 [Oryza brachyantha]
Ss05g24020.1	XP_004960594.1	70.9	464	293	748	355	816	3.80E-169	600.5	XP_004960594.1 formin-like protein 14 [Setaria italica]
Ss05g24030.1	XP_015619253.1	92	325	55	379	70	394	5.70E-161	572.4	XP_015619253.1 cysteine synthase [Oryza sativa Japonica Group]
Ss05g24100.1	XP_015637459.1	79	606	6	605	3	606	4.30E-285	985.7	XP_015637459.1 E3 ubiquitin-protein ligase ORTHRUS 2 [Oryza sativa Japonica Group]
Ss05g24110.1	RLN27708.1	78.9	123	1	123	1	123	2.10E-53	213.8	RLN27708.1 uncharacterized protein C2845_PM05G26570 [Panicum miliaceum]
Ss10g13050.1	RLN17556.1	91.5	483	1	482	1	483	1.70E-141	508.1	RLN17556.1 flotillin-like protein 1 [Panicum miliaceum]
Ss10g13060.1	XP_025796795.1	78.8	495	1	480	1	490	1.00E-135	488.8	XP_025796795.1 flotillin-like protein 2 [Panicum hallii]
Ss10g13070.1	BAJ99634.1	80.9	470	6	475	5	474	3.10E-132	477.2	BAJ99634.1 predicted protein [Hordeum vulgare subsp. vulgare]
Ss10g13080.1	RLN00322.1	87.3	63	1	63	31	93	2.80E-25	119	RLN00322.1 hypothetical protein C2845_PM06G30880 [Panicum miliaceum]
Ss10g13090.1	XP_015614639.1	59.1	687	125	747	149	814	2.80E-191	674.1	XP_015614639.1 pre-mRNA-processing protein 40C isoform X1 [Oryza sativa Japonica Group]
Ss10g13100.1	XP_004958499.1	59.4	374	116	459	168	521	1.10E-110	405.6	XP_004958499.1 bifunctional dihydrofolate reductase-thymidylate synthase isoform X2 [Setaria italica]
Ss10g13110.1	XP_020152882.1	38.6	246	157	385	82	324	2.50E-31	141.7	XP_020152882.1 uncharacterized protein LOC109738195 [Aegilops tauschii subsp. tauschii]
Ss10g13120.1	XP_020152882.1	38.6	246	157	385	82	324	4.30E-31	141	XP_020152882.1 uncharacterized protein LOC109738195 [Aegilops tauschii subsp. tauschii]
Ss02g25080.1	XP_015688887.1	65.4	272	10	281	303	572	2.00E-92	344.4	XP_015688887.1 PREDICTED: uncharacterized protein LOC102705885 [Oryza brachyantha]
Ss10g09720.1	XP_025796086.1	95.2	378	20	397	1	378	1.90E-215	753.4	XP_025796086.1 GDP-mannose 3,5-epimerase 1-like [Panicum hallii]
Ss10g09660.1	KQJ96716.1	79.9	814	18	823	28	839	0.00E+00	1327.4	KQJ96716.1 hypothetical protein BRADI_3g26780v3 [Brachypodium distachyon]
Ss10g09670.1	RLM85107.1	46.2	145	1	144	545	689	4.30E-37	159.5	RLM85107.1 hypothetical protein C2845_PM04G17100 [Panicum miliaceum]
Ss10g09640.1	XP_020172287.1	62.7	335	3	310	78	412	1.50E-95	354.8	XP_020172287.1 WEB family protein At5g55860-like isoform X1 [Aegilops tauschii subsp. tauschii]
Ss10g09650.1	PUZ36534.1	79.2	533	1	530	1	533	7.00E-218	761.9	PUZ36534.1 hypothetical protein GQ55_9G045800 [Panicum hallii var. hallii]
Ss10g09700.1	AEK66748.1	79.2	183	1	155	1	183	5.50E-78	295.4	AEK66748.1 NADH dehydrogenase subunit 9 (mitochondrion) [Ferrocalamus rimosivaginus]
Ss10g09710.1	PWZ20543.1	71.7	286	1	282	1	286	1.50E-113	414.5	PWZ20543.1 Chitinase 2 [Zea mays]
Ss10g09680.1	XP_006661777.1	81	306	3	306	1	306	2.90E-139	500	XP_006661777.1 PREDICTED: chitinase 2-like [Oryza brachyantha]
Ss10g09690.1	XP_003573926.1	77.8	478	18	482	39	514	2.40E-204	716.8	XP_003573926.1 3-ketoacyl-CoA synthase 11 [Brachypodium distachyon]
Ss02g25060.1	OAY82786.1	38.6	140	39	163	4	131	9.50E-07	58.9	OAY82786.1 hypothetical protein ACMD2_01542 [Ananas comosus]
Ss03g02640.1	XP_015614649.1	85.5	469	1	469	1	469	2.70E-237	826.2	XP_015614649.1 shaggy-related protein kinase alpha [Oryza sativa Japonica Group]
Ss03g02650.1	RLN39837.1	76.9	329	1	329	1	324	4.80E-148	529.3	RLN39837.1 RHOMBOID-like protein 2 [Panicum miliaceum]
Ss03g02620.1	XP_003558973.1	83.5	358	1	355	1	358	4.90E-183	645.6	XP_003558973.1 uncharacterized protein LOC100824638 isoform X1 [Brachypodium distachyon]
Ss03g02630.1	EEC67327.1	83.3	520	1	518	1	520	6.40E-232	808.5	EEC67327.1 hypothetical protein OsI_34359 [Oryza sativa Indica Group]
Ss03g02600.1	XP_004985992.1	86.9	328	1	328	43	370	2.40E-155	553.5	XP_004985992.1 short-chain dehydrogenase TIC 32, chloroplastic [Setaria italica]
Ss03g02610.1	XP_010229306.1	62.7	434	1	403	1	432	6.60E-131	472.6	XP_010229306.1 mitochondrial inner membrane protein OXA1-like [Brachypodium distachyon]
Ss03g02580.1	XP_020149220.1	85.6	459	1	452	1	459	2.50E-179	633.6	XP_020149220.1 plant UBX domain-containing protein 10 [Aegilops tauschii subsp. tauschii]
Ss03g02590.1	XP_004985995.1	75.3	748	5	741	3	746	0.00E+00	1119	XP_004985995.1 WD repeat-containing protein 44 [Setaria italica]
Ss03g02560.1	OEL29850.1	74.2	252	1	251	1	233	5.90E-98	362.5	OEL29850.1 Serine/arginine-rich splicing factor RS31 [Dichanthelium oligosanthes]
Ss03g02570.1	RLN41323.1	34	406	3	348	6	393	6.60E-34	150.2	RLN41323.1 hypothetical protein C2845_PM01G37130 [Panicum miliaceum]
Ss07g05090.1	XP_006657543.1	87	123	1	123	1	123	3.00E-55	219.5	XP_006657543.1 PREDICTED: cytochrome b-c1 complex subunit 7-like [Oryza brachyantha]
Ss07g05100.1	XP_025801996.1	89.5	399	8	406	20	414	5.20E-221	771.9	XP_025801996.1 uncharacterized protein LOC112881499 [Panicum hallii]
Ss07g05110.1	PUZ36755.1	72	211	34	238	1	211	7.60E-79	298.9	PUZ36755.1 hypothetical protein GQ55_9G062500 [Panicum hallii var. hallii]
Ss07g05120.1	XP_003557401.1	77.5	706	1	689	1	704	0.00E+00	1099.3	XP_003557401.1 probable Xaa-Pro aminopeptidase P [Brachypodium distachyon]
Ss07g05130.1	ONM52330.1	76.1	502	3	486	4	505	2.90E-213	746.5	ONM52330.1 Sugar transport protein 8 [Zea mays]
Ss07g05140.1	XP_002441576.1	91	344	1	344	1	344	9.90E-189	664.5	XP_002441576.1 cycloartenol-C-24-methyltransferase 1 [Sorghum bicolor]
Ss07g05150.1	XP_027120235.1	45.8	732	53	688	43	735	1.10E-162	578.9	XP_027120235.1 zinc finger MYM-type protein 1-like isoform X2 [Coffea arabica]
Ss10g06310.1	XP_014751196.1	41.4	87	42	128	398	482	1.90E-09	67.8	XP_014751196.1 serine/threonine-protein phosphatase 7 long form homolog [Brachypodium distachyon]
Ss10g06320.1	XP_021306986.1	75.4	333	7	339	13	345	3.90E-145	519.6	XP_021306986.1 WAT1-related protein At5g64700 isoform X1 [Sorghum bicolor]
Ss10g06330.1	XP_020579112.1	35.6	225	9	227	483	698	5.00E-26	123.6	XP_020579112.1 uncharacterized protein LOC110023841 [Phalaenopsis equestris]
Ss10g06340.1	XP_020579112.1	35.7	230	1	226	477	698	4.10E-28	130.6	XP_020579112.1 uncharacterized protein LOC110023841 [Phalaenopsis equestris]
Ss10g06280.1	RLN18410.1	79.9	364	3	365	6	369	3.00E-167	593.2	RLN18410.1 oxidoreductase [Panicum miliaceum]
Ss10g06290.1	XP_015637458.1	60	155	1	155	127	281	1.00E-47	194.9	XP_015637458.1 E3 ubiquitin-protein ligase SIRP1-like [Oryza sativa Japonica Group]
Ss10g06300.1	XP_020580694.1	37.8	233	4	224	10	238	8.70E-28	129.4	XP_020580694.1 probable mediator of RNA polymerase II transcription subunit 26b [Phalaenopsis equestris]
Ss10g06360.1	AAO18446.1	81.3	798	67	863	67	863	3.70E-192	677.2	AAO18446.1 putative chloroplast RNA processing protein [Oryza sativa Japonica Group]
Ss06g11680.1	XP_004973284.1	71.6	666	50	702	70	734	1.10E-255	887.9	XP_004973284.1 chloroplastic group IIA intron splicing facilitator CRS1, chloroplastic [Setaria italica]
Ss06g11670.1	AAM08587.1	88.9	90	1	90	15	104	7.00E-41	171.4	AAM08587.1 Putative PSII 43kDa protein from chromosome 10 chloroplast insertion [Oryza sativa Japonica Group]
Ss06g11660.1	AAM94327.1	32.4	207	1	178	804	1010	3.90E-27	126.7	AAM94327.1 putative reverse transcriptase [Sorghum bicolor]
Ss06g11650.1	XP_020097978.1	83.7	98	1	97	1	98	5.80E-41	171.8	XP_020097978.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 [Ananas comosus]
Ss06g11720.1	XP_006659170.1	91.2	617	1	617	6	622	0.00E+00	1145.6	XP_006659170.1 PREDICTED: pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha-like isoform X2 [Oryza brachyantha]
Ss06g11710.1	XP_002438340.1	87.3	55	153	207	131	185	3.00E-23	114	XP_002438340.1 putative glycine-rich cell wall structural protein 1 [Sorghum bicolor]
Ss06g11700.1	XP_010932105.1	66.5	364	6	362	14	370	2.50E-105	387.5	XP_010932105.1 PREDICTED: AT-hook motif nuclear-localized protein 10 [Elaeis guineensis]
Ss06g11690.1	XP_003573776.2	82.1	123	55	177	75	197	1.50E-55	221.1	XP_003573776.2 uncharacterized protein LOC100828813 isoform X1 [Brachypodium distachyon]
Ss06g11740.1	XP_002452652.1	81.9	309	26	334	26	334	2.60E-149	533.5	XP_002452652.1 diacylglycerol O-acyltransferase 2D [Sorghum bicolor]
Ss06g11730.1	XP_003563895.1	73.5	200	69	267	70	266	6.70E-76	289.3	XP_003563895.1 uncharacterized protein At2g39795, mitochondrial [Brachypodium distachyon]
Ss02g18340.1	ACG28255.1	80.6	284	4	282	6	287	5.30E-103	379.4	ACG28255.1 SOUL heme-binding protein [Zea mays]
Ss02g18330.1	XP_010235494.1	82.8	458	111	567	64	521	2.00E-194	684.1	XP_010235494.1 uncharacterized protein At5g03900, chloroplastic isoform X2 [Brachypodium distachyon]
Ss08g14330.1	XP_015636765.1	72.8	283	398	669	425	707	4.60E-81	307.8	XP_015636765.1 nucleolin 2 [Oryza sativa Japonica Group]
Ss08g14390.1	XP_006650390.2	67.4	390	3	364	18	398	5.90E-131	472.6	XP_006650390.2 PREDICTED: uncharacterized protein LOC102706736 isoform X1 [Oryza brachyantha]
Ss02g09580.1	CAD41145.2	75.7	391	23	410	27	417	5.40E-168	595.9	CAD41145.2 OSJNBa0081C01.17 [Oryza sativa Japonica Group]
Ss02g09490.1	CAD41145.2	76.1	468	23	487	27	494	4.70E-206	722.6	CAD41145.2 OSJNBa0081C01.17 [Oryza sativa Japonica Group]
Ss02g09500.1	XP_006652561.2	70.5	674	1	671	2	674	1.50E-273	947.2	XP_006652561.2 PREDICTED: L-type lectin-domain containing receptor kinase IV.1-like [Oryza brachyantha]
Ss02g09510.1	CAD41145.2	68.6	652	23	624	27	678	1.90E-246	857.1	CAD41145.2 OSJNBa0081C01.17 [Oryza sativa Japonica Group]
Ss02g09520.1	XP_006652561.2	70.9	470	1	467	2	471	6.90E-188	662.1	XP_006652561.2 PREDICTED: L-type lectin-domain containing receptor kinase IV.1-like [Oryza brachyantha]
Ss02g09530.1	XP_003572752.1	36.5	518	5	437	7	501	3.60E-66	257.7	XP_003572752.1 putative plant UBX domain-containing protein 14 [Brachypodium distachyon]
Ss02g09540.1	OEL35450.1	74.4	673	8	671	4	676	1.30E-293	1013.8	OEL35450.1 L-type lectin-domain containing receptor kinase IV.1 [Dichanthelium oligosanthes]
Ss02g09550.1	XP_004976331.1	72.5	666	7	670	3	667	1.50E-278	963.8	XP_004976331.1 L-type lectin-domain containing receptor kinase IV.1 [Setaria italica]
Ss02g09560.1	RLN12398.1	35.2	91	29	117	15	105	2.00E-09	67.4	RLN12398.1 hypothetical protein C2845_PM09G13150 [Panicum miliaceum]
Ss06g24850.1	XP_010941423.1	83.9	274	84	357	87	359	5.20E-132	476.1	XP_010941423.1 PREDICTED: probable serine/threonine-protein kinase PIX13 isoform X1 [Elaeis guineensis]
Ss06g24860.1	XP_025811662.1	63.9	487	80	552	83	565	1.60E-175	621.3	XP_025811662.1 glycosyltransferase family 92 protein Os08g0121900 [Panicum hallii]
Ss06g24780.1	XP_020181916.1	77.8	316	1	304	1	316	4.50E-148	529.3	XP_020181916.1 basic endochitinase A [Aegilops tauschii subsp. tauschii]
Ss06g24790.1	AAF04454.1	68.5	317	4	295	5	318	1.40E-122	444.5	AAF04454.1 chitinase [Poa pratensis]
Ss06g24800.1	OEL27831.1	74.6	299	6	280	12	309	1.60E-112	411	OEL27831.1 NAC domain-containing protein 35 [Dichanthelium oligosanthes]
Ss06g24810.1	XP_006656510.2	79.1	838	9	844	1	832	0.00E+00	1364	XP_006656510.2 PREDICTED: 1,4-alpha-glucan-branching enzyme, chloroplastic/amyloplastic [Oryza brachyantha]
Ss06g24820.1	XP_004966510.1	85.6	479	1	478	1	479	9.10E-241	837.8	XP_004966510.1 protein LAZ1 isoform X1 [Setaria italica]
Ss06g24830.1	XP_004967303.1	41.2	194	22	194	18	190	5.10E-25	119.8	XP_004967303.1 zinc finger protein ZAT3 [Setaria italica]
Ss06g24840.1	AIU99481.1	94.5	492	1	492	1	492	2.00E-291	1006.1	AIU99481.1 catalase [Saccharum spontaneum]
Ss03g36520.1	XP_006650786.1	63.9	321	1	304	3	313	9.60E-103	378.6	XP_006650786.1 PREDICTED: NAC domain-containing protein 67-like [Oryza brachyantha]
Ss03g36530.1	RLN17188.1	92.3	594	1	594	1	594	0.00E+00	1164.1	RLN17188.1 hypothetical protein C2845_PM02G43680 [Panicum miliaceum]
Ss03g36460.1	XP_003563942.1	72.4	822	1	738	1	815	0.00E+00	1117.8	XP_003563942.1 triacylglycerol lipase SDP1 [Brachypodium distachyon]
Ss03g36470.1	EMS67256.1	82	266	17	282	52	317	8.30E-125	451.8	EMS67256.1 Xanthoxin dehydrogenase [Triticum urartu]
Ss03g36440.1	XP_020100565.1	81.1	438	1	435	20	457	3.20E-200	703	XP_020100565.1 eukaryotic translation initiation factor 3 subunit E [Ananas comosus]
Ss03g36450.1	XP_002466225.1	89.6	756	1	754	1	755	0.00E+00	1092	XP_002466225.1 magnesium-chelatase subunit ChlD, chloroplastic isoform X1 [Sorghum bicolor]
Ss03g36500.1	EMS53836.1	43.2	146	16	157	2	145	3.10E-19	100.5	EMS53836.1 Calmodulin-like protein 5 [Triticum urartu]
Ss03g36510.1	XP_004955822.1	95	161	1	160	1	161	1.90E-62	243.8	XP_004955822.1 60S ribosomal protein L24 [Setaria italica]
Ss03g36480.1	XP_006657566.1	83.5	236	13	248	18	253	9.00E-99	365.2	XP_006657566.1 PREDICTED: uncharacterized protein LOC102717355 [Oryza brachyantha]
Ss03g36490.1	XP_015632029.1	68.5	330	6	316	25	347	8.20E-74	282.7	XP_015632029.1 E3 ubiquitin-protein ligase SIRP1-like [Oryza sativa Japonica Group]
Ss05g07620.1	RLN18708.1	75.3	81	1	79	53	133	7.20E-26	121.3	RLN18708.1 hypothetical protein C2845_PM02G26330 [Panicum miliaceum]
Ss05g07630.1	EEC69553.1	51.4	181	5	159	17	190	6.10E-08	62.8	EEC69553.1 hypothetical protein OsI_38846 [Oryza sativa Indica Group]
Ss05g07580.1	OEL28439.1	65.4	162	32	192	49	208	3.50E-50	203.4	OEL28439.1 hypothetical protein BAE44_0010540 [Dichanthelium oligosanthes]
Ss05g07590.1	XP_010232483.1	56	193	1	192	1	191	5.30E-45	186.8	XP_010232483.1 uncharacterized protein LOC100831718 [Brachypodium distachyon]
Ss05g07600.1	XP_004961693.1	88.2	280	1	280	1	279	2.50E-137	493.4	XP_004961693.1 NADH--cytochrome b5 reductase 1 [Setaria italica]
Ss05g07610.1	PUZ65469.1	77.1	35	37	71	1	35	1.10E-07	61.6	PUZ65469.1 hypothetical protein GQ55_3G225600 [Panicum hallii var. hallii]
Ss05g07540.1	XP_003564456.1	76.9	338	7	341	9	341	7.70E-117	425.6	XP_003564456.1 protein RETICULATA-RELATED 3, chloroplastic [Brachypodium distachyon]
Ss05g07550.1	XP_006654569.1	74.8	333	1	331	5	332	6.80E-118	429.1	XP_006654569.1 PREDICTED: ABSCISIC ACID-INSENSITIVE 5-like protein 2 [Oryza brachyantha]
Ss05g07560.1	XP_020191546.1	98.1	161	53	213	75	235	3.00E-84	317	XP_020191546.1 ADP-ribosylation factor 2-like [Aegilops tauschii subsp. tauschii]
Ss05g07570.1	XP_008672718.1	42.2	720	1	591	1	698	3.70E-122	444.1	XP_008672718.1 putative ADP-ribosylation factor GTPase-activating protein AGD14 isoform X1 [Zea mays]
Ss11g13490.1	XP_006662733.1	61.7	107	1	103	25	131	9.40E-26	121.3	XP_006662733.1 PREDICTED: uncharacterized protein At5g22580 [Oryza brachyantha]
Ss11g13500.1	XP_004977526.1	50.5	111	10	101	10	116	6.80E-13	78.6	XP_004977526.1 phytosulfokines 5 [Setaria italica]
Ss11g13410.1	XP_025809463.1	69.5	499	1	493	1	494	1.10E-199	701.4	XP_025809463.1 PAN domain-containing protein At5g03700-like [Panicum hallii]
Ss11g13420.1	BAD88137.1	35.4	297	111	396	98	386	6.30E-38	163.7	BAD88137.1 unknown protein [Oryza sativa Japonica Group]
Ss11g13430.1	EAZ36337.1	84.5	103	49	151	154	251	5.50E-15	86.3	EAZ36337.1 hypothetical protein OsJ_20663 [Oryza sativa Japonica Group]
Ss11g13440.1	XP_025809463.1	69.9	499	1	493	1	494	5.00E-202	709.1	XP_025809463.1 PAN domain-containing protein At5g03700-like [Panicum hallii]
Ss11g13450.1	RLN29891.1	55.4	379	32	409	50	421	1.40E-99	368.6	RLN29891.1 hypothetical protein C2845_PM05G05550 [Panicum miliaceum]
Ss11g13460.1	XP_025827807.1	63.9	302	1	298	13	308	1.30E-96	358.2	XP_025827807.1 uncharacterized protein LOC112902838 [Panicum hallii]
Ss11g13470.1	XP_006662733.1	85	107	1	107	25	131	7.70E-47	191.4	XP_006662733.1 PREDICTED: uncharacterized protein At5g22580 [Oryza brachyantha]
Ss11g13480.1	XP_015618563.1	50	236	4	215	5	237	1.00E-48	198.7	XP_015618563.1 RING-H2 finger protein ATL8 [Oryza sativa Japonica Group]
Ss02g15580.1	XP_024311694.1	59	808	1	754	1	804	7.70E-242	842	XP_024311694.1 U-box domain-containing protein 7-like [Brachypodium distachyon]
Ss02g15590.1	XP_015625724.1	91	744	1	744	1	744	0.00E+00	1370.1	XP_015625724.1 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin), chloroplastic [Oryza sativa Japonica Group]
Ss02g15540.1	XP_015622898.1	91.9	405	1	405	1	405	2.90E-203	713	XP_015622898.1 CMP-sialic acid transporter 5 [Oryza sativa Japonica Group]
Ss02g15550.1	XP_015623405.1	70.5	129	1	128	1	129	4.60E-38	162.5	XP_015623405.1 uncharacterized protein LOC4329913 [Oryza sativa Japonica Group]
Ss02g15560.1	OEL13334.1	66.7	393	12	392	19	409	3.20E-146	523.5	OEL13334.1 GDSL esterase/lipase [Dichanthelium oligosanthes]
Ss02g15570.1	XP_002446711.1	82.1	769	1	769	1	769	0.00E+00	1236.5	XP_002446711.1 ankyrin-3 [Sorghum bicolor]
Ss02g15500.1	XP_025824179.1	87.6	590	1	589	1	589	6.30E-300	1034.6	XP_025824179.1 probable E3 ubiquitin-protein ligase ARI8 [Panicum hallii]
Ss02g15510.1	XP_015636788.1	83.7	367	1	365	1	365	4.60E-168	595.9	XP_015636788.1 phosphoglycolate phosphatase 1B, chloroplastic [Oryza sativa Japonica Group]
Ss02g15520.1	NP_001142622.1	69.2	673	1	640	1	666	6.00E-240	835.5	NP_001142622.1 uncharacterized protein LOC100274892 [Zea mays]
Ss05g04760.1	XP_015648247.1	89.4	199	1	197	1	199	5.50E-99	365.5	XP_015648247.1 uncharacterized protein LOC107276869 [Oryza sativa Japonica Group]
Ss05g04770.1	XP_003568029.1	71.4	986	1	982	1	920	0.00E+00	1358.2	XP_003568029.1 probable starch synthase 4, chloroplastic/amyloplastic [Brachypodium distachyon]
Ss05g04740.1	RLN09749.1	70.6	613	1	612	1	610	9.80E-155	552.4	RLN09749.1 pentatricopeptide repeat-containing protein [Panicum miliaceum]
Ss05g04750.1	XP_025807679.1	75.4	488	1	481	1	488	5.40E-201	705.7	XP_025807679.1 CLP protease regulatory subunit CLPX1, mitochondrial-like isoform X1 [Panicum hallii]
Ss05g04720.1	XP_006644632.1	74.8	131	3	132	4	133	5.10E-49	199.1	XP_006644632.1 PREDICTED: copper transport protein ATX1 [Oryza brachyantha]
Ss03g26650.1	XP_004986934.1	42.3	156	16	146	66	221	4.10E-28	129.8	XP_004986934.1 uncharacterized protein LOC101785129 isoform X2 [Setaria italica]
Ss05g04700.1	XP_021302780.1	42.3	459	40	434	105	556	3.80E-69	267.7	XP_021302780.1 stromal membrane-associated protein 2 isoform X2 [Sorghum bicolor]
Ss05g04710.1	EAY98818.1	51.5	616	132	737	137	708	2.50E-141	508.1	EAY98818.1 hypothetical protein OsI_20763 [Oryza sativa Indica Group]
Ss03g26660.1	XP_008666910.1	74.7	154	1	154	248	400	4.00E-63	246.1	XP_008666910.1 uncharacterized protein LOC103645674 [Zea mays]
Ss05g04780.1	BAF18055.1	81	315	1	309	1	314	2.70E-121	440.3	BAF18055.1 Os05g0533500 [Oryza sativa Japonica Group]
Ss05g04790.1	EAY75645.1	54.9	82	1	82	3	84	6.20E-16	88.6	EAY75645.1 hypothetical protein OsI_03550 [Oryza sativa Indica Group]
Ss02g10240.1	XP_006647559.1	84.1	765	1	762	1	763	0.00E+00	1289.6	XP_006647559.1 PREDICTED: ADP-ribosylation factor GTPase-activating protein AGD2-like isoform X1 [Oryza brachyantha]
Ss02g10250.1	XP_020153612.1	41.3	126	56	181	638	763	8.70E-20	102.4	XP_020153612.1 uncharacterized protein LOC109738927 [Aegilops tauschii subsp. tauschii]
Ss02g10220.1	XP_015621617.1	56	687	1	669	155	827	3.00E-221	773.5	XP_015621617.1 beta-galactosidase 1 [Oryza sativa Japonica Group]
Ss02g10230.1	YP_009192342.1	83	47	9	55	39	85	8.00E-16	87.4	YP_009192342.1 hypothetical protein EC1Cp_p081 (chloroplast) [Echinochloa crus-galli]
Ss02g10200.1	XP_015625518.1	68.2	1877	1	1870	1	1837	0.00E+00	2386.3	XP_015625518.1 uncharacterized protein LOC4330065 [Oryza sativa Japonica Group]
Ss02g10210.1	XP_002464292.2	47.9	117	2	100	97	207	2.20E-11	73.9	XP_002464292.2 uncharacterized protein LOC8064555 [Sorghum bicolor]
Ss02g10180.1	NP_001152285.2	77.1	663	34	693	51	713	5.80E-305	1051.6	NP_001152285.2 uncharacterized protein LOC100272237 [Zea mays]
Ss02g10190.1	XP_003575420.1	73.9	203	1	195	1	203	1.10E-67	262.7	XP_003575420.1 pentatricopeptide repeat-containing protein At4g36680, mitochondrial [Brachypodium distachyon]
Ss02g10260.1	XP_002448203.1	87.7	130	2	131	5	134	1.50E-57	227.3	XP_002448203.1 two-component response regulator ORR5 [Sorghum bicolor]
Ss02g10270.1	XP_015633517.1	75.2	532	1	512	1	532	2.00E-225	786.9	XP_015633517.1 cytokinin dehydrogenase 8 isoform X2 [Oryza sativa Japonica Group]
Ss05g15810.1	AEX98100.1	93.5	260	1	260	55	306	5.10E-129	465.7	AEX98100.1 NADH dehydrogenase subunit 2, partial (mitochondrion) [Ferrocalamus rimosivaginus]
Ss02g24910.1	XP_015650574.1	50	184	1	168	1	181	9.50E-34	148.7	XP_015650574.1 uncharacterized protein LOC4344991 [Oryza sativa Japonica Group]
Ss02g24880.1	XP_012698729.1	77.5	654	1	650	1	654	7.50E-294	1014.6	XP_012698729.1 LOW QUALITY PROTEIN: C2 domain-containing protein At1g53590-like [Setaria italica]
Ss02g24890.1	XP_015692676.1	48.5	507	1	467	1	490	2.90E-106	391	XP_015692676.1 PREDICTED: uncharacterized protein LOC102717671 isoform X1 [Oryza brachyantha]
Ss02g24860.1	XP_003573199.1	76.8	241	1	234	1	240	1.50E-95	354.4	XP_003573199.1 uncharacterized protein LOC100832565 [Brachypodium distachyon]
Ss02g24870.1	EAY85554.1	89.3	513	3	515	6	518	2.00E-257	893.3	EAY85554.1 hypothetical protein OsI_06927 [Oryza sativa Indica Group]
Ss02g24840.1	XP_004952337.1	72.3	473	1	471	1	471	5.70E-179	632.5	XP_004952337.1 negative regulator of systemic acquired resistance SNI1 isoform X1 [Setaria italica]
Ss02g24850.1	GAV66615.1	91.5	106	1	106	133	238	1.50E-50	203.8	GAV66615.1 Pro_isomerase domain-containing protein [Cephalotus follicularis]
Ss02g24820.1	XP_002463075.1	65.5	206	45	245	45	250	3.10E-62	243.8	XP_002463075.1 fasciclin-like arabinogalactan protein 11 [Sorghum bicolor]
Ss02g24830.1	RLN07770.1	73.8	164	1	164	1	163	7.10E-55	218.8	RLN07770.1 OPA3-like protein [Panicum miliaceum]
Ss03g12680.1	XP_010228838.1	62.8	626	22	634	26	629	4.00E-191	673.3	XP_010228838.1 mitogen-activated protein kinase kinase kinase 1 [Brachypodium distachyon]
Ss03g12660.1	PUZ56608.1	95.1	41	11	51	1	41	4.20E-14	81.6	PUZ56608.1 hypothetical protein GQ55_5G339000 [Panicum hallii var. hallii]
Ss03g12670.1	YP_009346215.1	74.1	81	1	64	1	81	4.70E-21	105.1	YP_009346215.1 ribosomal protein S8 (chloroplast) [Streptochaeta spicata]
Ss03g12640.1	XP_025879988.1	69.5	617	1	608	1	616	1.70E-239	833.9	XP_025879988.1 uncharacterized protein LOC4332165 isoform X1 [Oryza sativa Japonica Group]
Ss03g12650.1	YP_009450042.1	83.8	68	49	116	317	384	3.50E-21	106.3	YP_009450042.1 ATP synthase CF1 alpha subunit (chloroplast) [Burmannia cryptopetala]
Ss03g12620.1	XP_020104108.1	59.4	197	1	197	2	183	3.10E-51	207.2	XP_020104108.1 agamous-like MADS-box protein AGL61 [Ananas comosus]
Ss03g12630.1	XP_020148054.1	85	621	1	620	1	620	0.00E+00	1085.9	XP_020148054.1 probable E3 ubiquitin-protein ligase ARI2 [Aegilops tauschii subsp. tauschii]
Ss03g12600.1	XP_022679286.1	65.7	644	1	636	1	636	3.10E-220	770	XP_022679286.1 serine/threonine receptor-like kinase NFP [Setaria italica]
Ss03g12610.1	AEK66745.1	48.7	78	1	78	1	68	2.20E-09	66.6	AEK66745.1 ATPase subunit 4 (mitochondrion) [Ferrocalamus rimosivaginus]
Ss07g14290.1	XP_025805413.1	83	336	2	337	4	325	2.80E-164	583.2	XP_025805413.1 putative hydrolase C777.06c [Panicum hallii]
Ss07g14300.1	XP_025807083.1	70.4	716	1	712	1	716	1.20E-305	1053.9	XP_025807083.1 wall-associated receptor kinase 1-like [Panicum hallii]
