Gene_ID	SwissProt_ID	Identity	Align Length	Q start	Q end	T start	T end	E value	Score	Function
Ss07g13410.1	Q944G9|ALFP2_ARATH	66.887	151	4	150	250	397	1.06E-60	195	Fructose-bisphosphate aldolase 2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FBA2 PE=1 SV=2
Ss07g13430.1	P49178|GBB_MAIZE	91.437	327	24	350	54	380	0	627	Guanine nucleotide-binding protein subunit beta OS=Zea mays OX=4577 GN=GB1 PE=2 SV=1
Ss04g10460.1	Q8LC53|EPF2_ARATH	68.627	51	17	67	69	118	1.14E-19	78.6	Protein EPIDERMAL PATTERNING FACTOR 2 OS=Arabidopsis thaliana OX=3702 GN=EPF2 PE=1 SV=1
Ss07g13450.1	Q9LU90|FB188_ARATH	26.415	159	97	247	5	154	7.84E-06	51.6	F-box protein At3g26010 OS=Arabidopsis thaliana OX=3702 GN=At3g26010 PE=2 SV=1
Ss07g13460.1	Q10FF9|DUT_ORYSJ	50.562	89	15	100	20	106	6.39E-14	67.4	Deoxyuridine 5'-triphosphate nucleotidohydrolase OS=Oryza sativa subsp. japonica OX=39947 GN=DUT PE=3 SV=1
Ss04g10470.1	Q7XV05|SERK2_ORYSJ	92.459	610	92	701	19	628	0	1068	LRR receptor kinase SERK2 OS=Oryza sativa subsp. japonica OX=39947 GN=SERK2 PE=1 SV=1
Ss11g04210.1	D9R4W7|HFLX_CLOSW	44.792	384	139	521	30	410	8.46E-97	303	GTPase HflX OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) OX=610130 GN=hflX PE=3 SV=1
Ss11g04220.1	Q84WL6|WDL3_ARATH	56.835	139	189	322	144	282	7.60E-39	145	Protein WVD2-like 3 OS=Arabidopsis thaliana OX=3702 GN=WDL3 PE=1 SV=1
Ss11g04190.1	P73920|TXLA_SYNY3	34.146	82	80	161	45	125	4.71E-10	59.3	Thiol:disulfide interchange protein TxlA homolog OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=txlA PE=3 SV=1
Ss11g04200.1	Q2R1U4|CK5P1_ORYSJ	82.521	595	14	595	17	600	0	1006	CDK5RAP1-like protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os11g0592800 PE=2 SV=1
Ss11g04230.1	Q17QR8|HARB1_BOVIN	27.66	141	17	144	183	308	1.82E-08	56.2	Putative nuclease HARBI1 OS=Bos taurus OX=9913 GN=HARBI1 PE=2 SV=1
Ss07g10110.1	Q94BZ1|ZIFL1_ARATH	57.265	468	13	479	16	478	0	545	Protein ZINC INDUCED FACILITATOR-LIKE 1 OS=Arabidopsis thaliana OX=3702 GN=ZIFL1 PE=2 SV=1
Ss07g10120.1	Q2RAV0|CDPKP_ORYSJ	80.037	541	1	509	1	541	0	866	Calcium-dependent protein kinase 25 OS=Oryza sativa subsp. japonica OX=39947 GN=CPK25 PE=2 SV=1
Ss04g24630.1	Q7XQ88|STT3B_ORYSJ	95.839	721	5	725	2	721	0	1345	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Oryza sativa subsp. japonica OX=39947 GN=STT3B PE=2 SV=2
Ss04g24640.1	Q0WKV3|PPR36_ARATH	26.404	534	36	528	35	564	5.24E-50	185	Pentatricopeptide repeat-containing protein At1g12300, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At1g12300 PE=2 SV=1
Ss04g24590.1	A2XYW8|GUN13_ORYSI	69.874	478	28	444	37	514	0	660	Endoglucanase 13 OS=Oryza sativa subsp. indica OX=39946 GN=GLU6 PE=3 SV=2
Ss07g10060.1	Q94BZ1|ZIFL1_ARATH	53.347	478	1	472	1	478	3.81E-179	523	Protein ZINC INDUCED FACILITATOR-LIKE 1 OS=Arabidopsis thaliana OX=3702 GN=ZIFL1 PE=2 SV=1
Ss04g24610.1	Q9JLC8|SACS_MOUSE	27.797	1716	10	1609	89	1697	2.14E-125	452	Sacsin OS=Mus musculus OX=10090 GN=Sacs PE=1 SV=2
Ss07g10040.1	Q9M1J2|RPE5A_ARATH	40.741	216	26	213	8	221	8.96E-46	154	DNA-directed RNA polymerase V subunit 5A OS=Arabidopsis thaliana OX=3702 GN=NRPE5A PE=1 SV=1
Ss07g10090.1	Q94BZ1|ZIFL1_ARATH	59.129	482	1	482	1	478	0	580	Protein ZINC INDUCED FACILITATOR-LIKE 1 OS=Arabidopsis thaliana OX=3702 GN=ZIFL1 PE=2 SV=1
Ss07g10100.1	Q94BZ1|ZIFL1_ARATH	55.485	474	14	486	11	478	0	541	Protein ZINC INDUCED FACILITATOR-LIKE 1 OS=Arabidopsis thaliana OX=3702 GN=ZIFL1 PE=2 SV=1
Ss07g10070.1	Q94BZ1|ZIFL1_ARATH	57.265	468	18	480	11	478	0	550	Protein ZINC INDUCED FACILITATOR-LIKE 1 OS=Arabidopsis thaliana OX=3702 GN=ZIFL1 PE=2 SV=1
Ss04g24580.1	Q6K4T4|SERK4_ORYSJ	91.196	602	571	1172	6	607	0	1144	LRR receptor kinase SERK2 OS=Oryza sativa subsp. japonica OX=39947 GN=SERK4 PE=3 SV=1
Ss05g15220.1	Q9LTR9|NMT1_ARATH	58.734	458	2	447	21	434	0	551	Glycylpeptide N-tetradecanoyltransferase 1 OS=Arabidopsis thaliana OX=3702 GN=NMT1 PE=1 SV=2
Ss05g15210.1	Q9ZW03|TRNH3_ARATH	67.568	37	1	37	124	160	2.88E-10	57.8	Tropinone reductase homolog At2g29150 OS=Arabidopsis thaliana OX=3702 GN=At2g29150 PE=1 SV=1
Ss05g15200.1	Q9LHT0|TRNHF_ARATH	55.731	253	7	258	4	256	5.51E-101	298	Tropinone reductase homolog At5g06060 OS=Arabidopsis thaliana OX=3702 GN=At5g06060 PE=2 SV=1
Ss05g15190.1	Q9LHT0|TRNHF_ARATH	54.762	252	7	250	4	255	2.96E-96	285	Tropinone reductase homolog At5g06060 OS=Arabidopsis thaliana OX=3702 GN=At5g06060 PE=2 SV=1
Ss05g15170.1	Q9M175|PTR39_ARATH	45.273	550	12	557	8	543	3.71E-165	484	Protein NRT1/ PTR FAMILY 2.3 OS=Arabidopsis thaliana OX=3702 GN=NPF2.3 PE=2 SV=1
Ss05g15160.1	Q9SQ67|COR14_PAPSO	42.045	88	1	74	229	316	1.10E-11	61.6	NADPH-dependent codeinone reductase 1-4 OS=Papaver somniferum OX=3469 GN=COR1.4 PE=1 SV=2
Ss05g15230.1	Q8VY63|MPU12_ARATH	63.519	233	5	237	1	224	6.14E-104	303	Mannose-P-dolichol utilization defect 1 protein homolog 2 OS=Arabidopsis thaliana OX=3702 GN=At4g07390 PE=2 SV=1
Ss10g00260.1	Q9LNG5|PPP7L_ARATH	29.245	106	1	106	364	466	5.09E-06	47.4	Serine/threonine-protein phosphatase 7 long form homolog OS=Arabidopsis thaliana OX=3702 GN=MAIL3 PE=2 SV=1
Ss10g00270.1	Q3T0W3|RN181_BOVIN	42.188	64	75	136	60	120	1.37E-07	51.2	E3 ubiquitin-protein ligase RNF181 OS=Bos taurus OX=9913 GN=RNF181 PE=2 SV=1
Ss10g00220.1	Q9C7D6|SCP17_ARATH	43.439	221	182	388	197	396	3.42E-50	177	Serine carboxypeptidase-like 17 OS=Arabidopsis thaliana OX=3702 GN=SCPL17 PE=2 SV=1
Ss10g00240.1	Q9C7Z9|SCP18_ARATH	50.676	444	40	479	29	464	7.97E-159	461	Serine carboxypeptidase-like 18 OS=Arabidopsis thaliana OX=3702 GN=SCPL18 PE=2 SV=2
Ss10g00250.1	Q7XBQ9|RGA2_SOLBU	29.132	1071	49	1075	41	958	2.21E-91	321	Disease resistance protein RGA2 OS=Solanum bulbocastanum OX=147425 GN=RGA2 PE=1 SV=1
Ss07g25160.1	Q147F9|AATPC_ARATH	44.242	495	9	501	2	445	1.66E-123	371	AAA-ATPase At3g50940 OS=Arabidopsis thaliana OX=3702 GN=At3g50940 PE=2 SV=1
Ss07g25170.1	Q9LJU6|FAX6_ARATH	54.918	122	1	122	1	119	2.03E-34	118	Protein FATTY ACID EXPORT 6 OS=Arabidopsis thaliana OX=3702 GN=FAX6 PE=3 SV=1
Ss07g25180.1	A9BG02|RL18_PETMO	26.496	117	65	181	6	121	2.23E-06	48.1	50S ribosomal protein L18 OS=Petrotoga mobilis (strain DSM 10674 / SJ95) OX=403833 GN=rplR PE=3 SV=1
Ss07g25120.1	Q9LUR0|CNDH2_ARATH	42.188	704	1	676	1	661	2.79E-154	465	Condensin-2 complex subunit H2 OS=Arabidopsis thaliana OX=3702 GN=CAPH2 PE=2 SV=1
Ss07g25130.1	P62297|ASPM_SHEEP	24.372	796	75	778	751	1473	8.70E-29	129	Abnormal spindle-like microcephaly-associated protein homolog (Fragment) OS=Ovis aries OX=9940 GN=ASPM PE=2 SV=1
Ss07g25140.1	Q9FN77|AATPG_ARATH	35.208	409	10	356	8	410	9.82E-71	233	AAA-ATPase At5g17740 OS=Arabidopsis thaliana OX=3702 GN=At5g17740 PE=3 SV=1
Ss07g25150.1	Q147F9|AATPC_ARATH	44.804	433	37	460	30	445	1.92E-125	375	AAA-ATPase At3g50940 OS=Arabidopsis thaliana OX=3702 GN=At3g50940 PE=2 SV=1
Ss02g18440.1	Q2V3R1|FB346_ARATH	35.329	334	4	297	20	348	6.03E-49	169	F-box protein At3g44326 OS=Arabidopsis thaliana OX=3702 GN=At3g44326 PE=2 SV=1
Ss08g05500.1	Q9FG72|OPT1_ARATH	62.691	654	1	651	101	754	0	863	Oligopeptide transporter 1 OS=Arabidopsis thaliana OX=3702 GN=OPT1 PE=2 SV=1
Ss08g05480.1	Q9FG72|OPT1_ARATH	67.647	68	1	68	545	612	8.88E-27	104	Oligopeptide transporter 1 OS=Arabidopsis thaliana OX=3702 GN=OPT1 PE=2 SV=1
Ss08g05470.1	Q8W034|RNP1_ARATH	41.711	187	17	187	6	191	1.40E-46	166	Heterogeneous nuclear ribonucleoprotein 1 OS=Arabidopsis thaliana OX=3702 GN=RNP1 PE=1 SV=1
Ss08g05460.1	Q9ZVT9|C2GR1_ARATH	51.925	1065	1	1059	1	1011	0	1081	C2 and GRAM domain-containing protein At1g03370 OS=Arabidopsis thaliana OX=3702 GN=At1g03370 PE=2 SV=4
Ss08g05450.1	Q9SI09|XERIC_ARATH	35.714	154	1	147	1	154	3.26E-28	105	Probable E3 ubiquitin-protein ligase XERICO OS=Arabidopsis thaliana OX=3702 GN=XERICO PE=1 SV=1
Ss08g05420.1	F4I1S7|ELP2_ARATH	60.404	841	18	846	7	837	0	1023	Elongator complex protein 2 OS=Arabidopsis thaliana OX=3702 GN=ELP2 PE=1 SV=1
Ss05g13490.1	A0A3Q7HH64|JA2L_SOLLC	30.189	159	1	147	6	161	2.18E-13	71.6	NAC domain-containing protein JA2L OS=Solanum lycopersicum OX=4081 GN=JA2L PE=2 SV=1
Ss05g13480.1	Q767L8|MDC1_PIG	30.412	194	400	593	1845	2031	2.74E-20	99.8	Mediator of DNA damage checkpoint protein 1 OS=Sus scrofa OX=9823 GN=MDC1 PE=3 SV=1
Ss05g13460.1	P27057|GAST1_SOLLC	76.056	71	54	124	42	112	1.58E-34	118	Protein GAST1 OS=Solanum lycopersicum OX=4081 GN=GAST1 PE=2 SV=1
Ss05g13520.1	Q8W034|RNP1_ARATH	35.135	185	28	196	7	191	1.95E-30	124	Heterogeneous nuclear ribonucleoprotein 1 OS=Arabidopsis thaliana OX=3702 GN=RNP1 PE=1 SV=1
Ss05g13500.1	F4J264|PRFB3_ARATH	48.855	393	17	404	18	400	9.97E-111	333	Peptide chain release factor PrfB3, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PRFB3 PE=2 SV=1
Ss05g13550.1	Q2KNB4|HXK3_ORYSJ	82.932	498	1	498	1	494	0	772	Hexokinase-3 OS=Oryza sativa subsp. japonica OX=39947 GN=HXK3 PE=2 SV=1
Ss05g13540.1	P12257|GUB2_HORVU	77.244	312	23	334	1	312	9.97E-175	489	Lichenase-2 (Fragment) OS=Hordeum vulgare OX=4513 PE=1 SV=1
Ss03g03470.1	Q9CZX5|PINX1_MOUSE	29.921	127	21	146	32	150	2.32E-07	55.5	PIN2/TERF1-interacting telomerase inhibitor 1 OS=Mus musculus OX=10090 GN=Pinx1 PE=1 SV=2
Ss03g03480.1	O82359|LCKB2_ARATH	69.565	322	32	353	42	363	1.13E-169	479	Sphingoid long-chain bases kinase 2, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=LCKB2 PE=2 SV=1
Ss03g03450.1	Q9ZST0|RK5_ORYSJ	85.305	279	1	275	1	279	2.12E-155	437	50S ribosomal protein L5, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=RPL5 PE=2 SV=2
Ss03g03460.1	B3SGL0|BCH_GENLU	70	260	37	296	66	320	8.59E-138	395	Beta-carotene 3-hydroxylase, chloroplastic OS=Gentiana lutea OX=38851 GN=BHY PE=2 SV=1
Ss03g03510.1	Q9LTD8|Y5279_ARATH	53.887	566	1	545	1	500	0	536	DUF21 domain-containing protein At5g52790 OS=Arabidopsis thaliana OX=3702 GN=CBSDUF5 PE=2 SV=2
Ss03g03490.1	Q3EDL4|Y1154_ARATH	64.718	496	35	521	2	472	0	627	Probable serine/threonine-protein kinase At1g01540 OS=Arabidopsis thaliana OX=3702 GN=At1g01540 PE=1 SV=2
Ss03g03500.1	Q9FFS4|DDA1_ARATH	54	100	1	99	1	99	7.09E-30	105	DET1- and DDB1-associated protein 1 OS=Arabidopsis thaliana OX=3702 GN=DDA1 PE=1 SV=1
Ss03g03520.1	Q02166|TRPD_ARATH	72.254	346	50	394	94	439	1.22E-172	493	Anthranilate phosphoribosyltransferase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PAT1 PE=2 SV=1
Ss03g03530.1	O23702|CTBP_ARATH	66.563	643	7	641	12	636	0	795	C-terminal binding protein AN OS=Arabidopsis thaliana OX=3702 GN=AN PE=1 SV=1
Ss11g15040.1	Q6NMQ7|GASA6_ARATH	58.416	101	1	88	1	101	1.94E-33	114	Gibberellin-regulated protein 6 OS=Arabidopsis thaliana OX=3702 GN=GASA6 PE=3 SV=1
Ss08g18590.1	Q84YJ9|HAK26_ORYSJ	49.095	442	4	385	307	739	4.11E-131	396	Potassium transporter 26 OS=Oryza sativa subsp. japonica OX=39947 GN=HAK26 PE=2 SV=1
Ss08g18580.1	Q0J8G4|SCRK2_ORYSJ	89.318	337	1	337	1	336	0	606	Fructokinase-2 OS=Oryza sativa subsp. japonica OX=39947 GN=FRK2 PE=1 SV=1
Ss08g18520.1	Q9XPS9|RPOC2_WHEAT	55.839	548	10	456	638	1178	5.66E-163	500	DNA-directed RNA polymerase subunit beta'' OS=Triticum aestivum OX=4565 GN=rpoC2 PE=3 SV=1
Ss06g18100.1	Q8BHT7|RGP1_MOUSE	32.716	162	390	535	231	387	5.82E-09	61.6	RAB6A-GEF complex partner protein 2 OS=Mus musculus OX=10090 GN=Rgp1 PE=2 SV=1
Ss06g18090.1	Q8VZ52|ATG10_ARATH	44.809	183	9	180	10	187	5.26E-43	151	Ubiquitin-like-conjugating enzyme ATG10 OS=Arabidopsis thaliana OX=3702 GN=ATG10 PE=1 SV=1
Ss06g18120.1	P20115|CISY4_ARATH	79.449	472	1	469	1	472	0	789	Citrate synthase 4, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=CSY4 PE=1 SV=3
Ss06g18110.1	Q9M2P8|VQ25_ARATH	39.007	141	11	132	9	140	8.15E-15	70.5	VQ motif-containing protein 25 OS=Arabidopsis thaliana OX=3702 GN=VQ25 PE=3 SV=1
Ss06g18140.1	Q42485|ZFP1_ARATH	40.244	82	47	123	70	150	2.99E-06	48.1	Zinc finger protein 1 OS=Arabidopsis thaliana OX=3702 GN=ZFP1 PE=2 SV=1
Ss06g18160.1	Q69XV9|EXP16_ORYSJ	87.391	230	24	253	31	260	4.47E-154	432	Expansin-A16 OS=Oryza sativa subsp. japonica OX=39947 GN=EXPA16 PE=2 SV=1
Ss06g18150.1	Q4FZQ0|YF1BB_XENLA	35.193	233	95	316	69	294	3.41E-34	129	Protein YIF1B-B OS=Xenopus laevis OX=8355 GN=yif1b-b PE=2 SV=1
Ss06g18180.1	Q9C9A2|PP112_ARATH	53.942	482	55	531	35	510	0	544	Pentatricopeptide repeat-containing protein At1g71060, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At1g71060 PE=2 SV=1
Ss06g18170.1	Q8BMD7|MORC4_MOUSE	30.538	465	225	650	28	467	3.24E-50	193	MORC family CW-type zinc finger protein 4 OS=Mus musculus OX=10090 GN=Morc4 PE=2 SV=2
Ss01g39140.1	F4IXE7|IDM1_ARATH	23.308	399	619	991	647	1023	1.82E-15	85.5	Increased DNA methylation 1 OS=Arabidopsis thaliana OX=3702 GN=IDM1 PE=1 SV=1
Ss01g39150.1	Q9M373|AGP20_ARATH	53.846	39	35	71	24	62	2.55E-06	43.5	Arabinogalactan protein 20 OS=Arabidopsis thaliana OX=3702 GN=AGP20 PE=1 SV=1
Ss01g39160.1	Q9SMV7|MSH7_ARATH	57.563	985	228	1197	129	1105	0	1141	DNA mismatch repair protein MSH7 OS=Arabidopsis thaliana OX=3702 GN=MSH7 PE=1 SV=1
Ss01g39170.1	Q9LYE4|FLZ10_ARATH	35.069	288	75	341	35	307	2.50E-29	119	FCS-Like Zinc finger 10 OS=Arabidopsis thaliana OX=3702 GN=FLZ10 PE=1 SV=1
Ss01g39110.1	Q9LUV4|FRL4A_ARATH	29.344	259	334	588	245	500	8.14E-30	127	FRIGIDA-like protein 4a OS=Arabidopsis thaliana OX=3702 GN=FRL4A PE=2 SV=1
Ss01g39120.1	Q9S7C0|HSP7O_ARATH	74.758	828	1	819	1	817	0	1259	Heat shock 70 kDa protein 14 OS=Arabidopsis thaliana OX=3702 GN=HSP70-14 PE=1 SV=1
Ss01g39130.1	F4IDY7|DDR4_ARATH	38.66	388	17	398	121	489	5.88E-79	264	DDT domain-containing protein DDR4 OS=Arabidopsis thaliana OX=3702 GN=DDR4 PE=1 SV=1
Ss01g39180.1	Q9M7J4|MFP1_TOBAC	37.06	653	147	798	93	715	1.44E-109	353	MAR-binding filament-like protein 1-1 OS=Nicotiana tabacum OX=4097 GN=MFP1-1 PE=2 SV=1
Ss01g39190.1	Q9LHF1|LRX4_ARATH	64.607	356	18	373	46	396	2.13E-168	487	Leucine-rich repeat extensin-like protein 4 OS=Arabidopsis thaliana OX=3702 GN=LRX4 PE=1 SV=1
Ss11g02120.1	Q7XL73|PI21_ORYSJ	61.429	70	1	70	1	68	2.89E-19	85.1	Protein PYRICULARIA ORYZAE RESISTANCE 21 OS=Oryza sativa subsp. japonica OX=39947 GN=PI21 PE=2 SV=1
Ss01g35120.1	Q41350|OLP1_SOLLC	63.839	224	27	245	29	252	4.68E-103	302	Osmotin-like protein OS=Solanum lycopersicum OX=4081 PE=1 SV=1
Ss11g02070.1	Q6NPG7|Y5382_ARATH	44.898	196	1	193	1	194	2.44E-50	164	Uncharacterized protein At5g43822 OS=Arabidopsis thaliana OX=3702 GN=At5g43822 PE=2 SV=1
Ss09g00900.1	Q9FLB3|FK153_ARATH	51.351	74	143	215	38	110	8.81E-14	69.3	Peptidyl-prolyl cis-trans isomerase FKBP15-3 OS=Arabidopsis thaliana OX=3702 GN=FKBP15-3 PE=2 SV=1
Ss07g06000.1	P0CI03|PTR28_ARATH	59.893	561	22	580	16	573	0	691	Protein NRT1/ PTR FAMILY 5.6 OS=Arabidopsis thaliana OX=3702 GN=NPF5.6 PE=2 SV=1
Ss07g06010.1	Q5SVZ6|ZMYM1_HUMAN	26.423	738	61	770	425	1118	1.93E-56	213	Zinc finger MYM-type protein 1 OS=Homo sapiens OX=9606 GN=ZMYM1 PE=1 SV=1
Ss07g05980.1	P52409|E13B_WHEAT	57.895	323	29	346	26	348	2.58E-128	379	Glucan endo-1,3-beta-glucosidase OS=Triticum aestivum OX=4565 GN=GLC1 PE=2 SV=1
Ss07g05990.1	Q9FGP9|RER1_ARATH	72.881	295	129	422	142	433	4.66E-156	451	Protein RETICULATA-RELATED 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RER1 PE=1 SV=1
Ss07g05960.1	Q9SKI2|VPS2A_ARATH	84.821	224	1	223	2	225	4.31E-122	348	Vacuolar protein sorting-associated protein 2 homolog 1 OS=Arabidopsis thaliana OX=3702 GN=VPS2.1 PE=1 SV=2
Ss07g05970.1	Q9M2U1|DOF36_ARATH	39.867	301	1	297	1	258	6.95E-51	176	Dof zinc finger protein DOF3.6 OS=Arabidopsis thaliana OX=3702 GN=DOF3.6 PE=1 SV=2
Ss07g05920.1	P28186|RAE1C_ARATH	90.291	206	11	215	11	216	1.22E-133	377	Ras-related protein RABE1c OS=Arabidopsis thaliana OX=3702 GN=RABE1C PE=1 SV=1
Ss07g05930.1	Q9SWW5|PCS1_WHEAT	76.295	502	1	500	1	500	0	745	Glutathione gamma-glutamylcysteinyltransferase 1 OS=Triticum aestivum OX=4565 GN=PCS1 PE=2 SV=1
Ss05g12180.1	Q6L4D2|PM19L_ORYSJ	48.344	151	7	155	6	142	3.02E-26	100	Membrane protein PM19L OS=Oryza sativa subsp. japonica OX=39947 GN=PM19L PE=2 SV=1
Ss05g12190.1	P46270|QCR9_SOLTU	70.492	61	2	62	11	71	2.09E-25	91.7	Cytochrome b-c1 complex subunit 9 OS=Solanum tuberosum OX=4113 PE=1 SV=1
Ss05g12170.1	Q944H2|AB12I_ARATH	65.495	313	79	387	75	387	9.17E-139	404	Protein ABCI12, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ABCI12 PE=1 SV=1
Ss05g12140.1	P0C2F6|RNHX1_ARATH	37.607	117	76	192	12	128	2.12E-19	88.6	Putative ribonuclease H protein At1g65750 OS=Arabidopsis thaliana OX=3702 GN=At1g65750 PE=3 SV=1
Ss09g00930.1	O13046|WDHD1_XENLA	27.856	779	83	830	64	810	1.07E-81	291	WD repeat and HMG-box DNA-binding protein 1 OS=Xenopus laevis OX=8355 GN=wdhd1 PE=1 SV=1
Ss09g00940.1	Q9SZA4|CDC21_ARATH	69.789	427	47	470	35	453	0	610	Cell division cycle 20.1, cofactor of APC complex OS=Arabidopsis thaliana OX=3702 GN=CDC20-1 PE=1 SV=1
Ss01g18500.1	Q9FF29|PR5K_ARATH	56.74	319	401	712	319	634	1.79E-117	371	PR5-like receptor kinase OS=Arabidopsis thaliana OX=3702 GN=PR5K PE=1 SV=1
Ss11g06790.1	P93846|CP51_SORBI	88.415	492	33	521	1	492	0	907	Obtusifoliol 14-alpha demethylase OS=Sorghum bicolor OX=4558 GN=CYP51 PE=1 SV=1
Ss11g06800.1	Q8LPJ3|MANA2_ARATH	67.594	1006	21	1015	20	1020	0	1412	Probable alpha-mannosidase At5g13980 OS=Arabidopsis thaliana OX=3702 GN=At5g13980 PE=2 SV=1
Ss08g08520.1	P43309|PPO_MALDO	47.868	516	68	563	89	591	9.37E-167	489	Polyphenol oxidase, chloroplastic OS=Malus domestica OX=3750 PE=2 SV=1
Ss03g34100.1	Q9SS37|RTNLH_ARATH	53.815	249	1	246	1	247	1.24E-94	280	Reticulon-like protein B8 OS=Arabidopsis thaliana OX=3702 GN=RTNLB8 PE=2 SV=1
Ss03g34120.1	Q9LXB7|PLPK2_ARATH	28.788	132	2	133	6	112	6.17E-06	46.2	Protein PELPK2 OS=Arabidopsis thaliana OX=3702 GN=PELPK2 PE=3 SV=1
Ss01g17390.1	O65896|CDA1_ARATH	49.498	299	17	304	1	297	8.87E-90	273	Cytidine deaminase 1 OS=Arabidopsis thaliana OX=3702 GN=CDA1 PE=1 SV=1
Ss03g34140.1	Q9LXB7|PLPK2_ARATH	31.25	128	3	120	16	130	1.58E-08	52.8	Protein PELPK2 OS=Arabidopsis thaliana OX=3702 GN=PELPK2 PE=3 SV=1
Ss03g34150.1	Q9LXB8|PLPK1_ARATH	36.275	102	43	141	187	286	3.33E-07	51.6	Protein PELPK1 OS=Arabidopsis thaliana OX=3702 GN=PELPK1 PE=2 SV=1
Ss03g34160.1	Q10CH5|PIL13_ORYSJ	57.757	419	18	421	7	407	1.35E-131	387	Transcription factor PHYTOCHROME INTERACTING FACTOR-LIKE 13 OS=Oryza sativa subsp. japonica OX=39947 GN=PIL13 PE=1 SV=1
Ss01g17330.1	F4K5K6|PMIR1_ARATH	41.514	1149	80	1121	60	1164	0	710	Protein PLASTID MOVEMENT IMPAIRED 1-RELATED 1 OS=Arabidopsis thaliana OX=3702 GN=PMIR1 PE=2 SV=1
Ss01g17350.1	O74777|KRR1_SCHPO	63.607	305	26	329	19	321	1.52E-132	385	KRR1 small subunit processome component homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mis3 PE=3 SV=1
Ss02g13280.1	Q9P7W4|POF10_SCHPO	32.432	74	4	77	34	107	5.55E-09	57	F-box/WD repeat-containing protein pof10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pof10 PE=1 SV=1
Ss02g13210.1	Q947D2|PRAF1_ARATH	38.479	881	258	1046	234	1092	0	562	PH, RCC1 and FYVE domains-containing protein 1 OS=Arabidopsis thaliana OX=3702 GN=PRAF1 PE=1 SV=1
Ss02g13220.1	Q9FX45|ORRM6_ARATH	69.767	86	65	150	74	159	4.01E-38	130	Organelle RRM domain-containing protein 6, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ORRM6 PE=1 SV=1
Ss02g13190.1	Q5UPH8|YR106_MIMIV	24.26	338	9	330	23	308	6.23E-13	72.8	Uncharacterized protein R106 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_R106 PE=4 SV=1
Ss02g13250.1	P35286|RAB13_RAT	28.148	135	7	135	11	133	2.73E-08	57.4	Ras-related protein Rab-13 OS=Rattus norvegicus OX=10116 GN=Rab13 PE=1 SV=2
Ss02g13230.1	F4K5X6|RVE2_ARATH	61.29	155	45	197	27	166	1.58E-43	158	Protein REVEILLE 2 OS=Arabidopsis thaliana OX=3702 GN=RVE2 PE=1 SV=1
Ss02g13240.1	Q7XUC5|P2C43_ORYSJ	81.701	388	1	387	1	388	0	647	Probable protein phosphatase 2C 43 OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0584300 PE=3 SV=2
Ss02g25120.1	C5XYW4|RU1C2_SORBI	72.115	208	1	178	1	203	1.04E-69	214	U1 small nuclear ribonucleoprotein C-2 OS=Sorghum bicolor OX=4558 GN=Sb04g028260 PE=3 SV=1
Ss02g25130.1	O82352|RTNLE_ARATH	52.336	214	37	250	42	251	1.47E-75	232	Reticulon-like protein B5 OS=Arabidopsis thaliana OX=3702 GN=RTNLB5 PE=1 SV=1
Ss02g25100.1	P95648|CBBX_RHOSH	38.222	225	188	400	13	232	4.80E-39	147	Protein CbbX OS=Rhodobacter sphaeroides OX=1063 GN=cbbX PE=1 SV=1
Ss02g25110.1	Q9LW84|PP236_ARATH	63.419	626	10	633	11	636	0	858	Pentatricopeptide repeat-containing protein At3g16010 OS=Arabidopsis thaliana OX=3702 GN=At3g16010 PE=2 SV=1
Ss02g25170.1	O70279|ESS2_MOUSE	28.974	497	4	486	3	443	1.84E-33	135	Splicing factor ESS-2 homolog OS=Mus musculus OX=10090 GN=Ess2 PE=1 SV=2
Ss02g25140.1	Q5XGA9|NAA50_XENTR	56.452	62	70	130	90	151	3.74E-15	71.2	N-alpha-acetyltransferase 50 OS=Xenopus tropicalis OX=8364 GN=naa50 PE=2 SV=1
Ss02g25190.1	Q0JNR2|CYT12_ORYSJ	92.308	52	58	109	79	130	2.02E-27	103	Cysteine proteinase inhibitor 12 OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0270100 PE=2 SV=1
